publisher=AFP	abstract=<d> <p> <s> 在野党 联手 台湾 行政 负责人 施政报告 受 </s> </p> </d>	article=<d> <p> <s> 中新网 ６ 月 １ 日电 据 台湾 中央社 报道 </s> <s>  台当局 行政 机构 负责人 陈冲 今天 </s> <s>  让 议事 再次 陷入 停摆  民进党 立法院 党团 干事长 潘孟安说 </s> <s>  陈冲 今天 到 立法院 做 施政 方针 报告 </s> <s>  应先 为 证所税 版本 朝令夕改 道歉 </s> <s>  并 宣布 １ ０ 日 电价 缓涨 </s> <s>  否则 将 杯葛 议事 </s> <s>  不让 他 上台 由于 陈冲 
publisher=AFP	abstract=<d> <p> <s> 美国 龙卷风 最新 消 </s> </p> </d>	article=<d> <p> <s> 导读 ： ４ 月 ２ ７ 日晚 龙卷风 和 强 风暴 横扫 美国 东南部 随后 是 九个 州 </s> <s>  这场 灾难 造成 的 死亡 人数 可以 说 是 美国 历史 上 罕见 的 </s> <s>  已经 超过 １ ９ ７ ４ 年 龙卷 大 爆发 造成 ３ １ ５ 人 死亡 的 历史 灾害 </s> <s>  几乎 成为 １ ９ ３ ６ 年 以来 美国 死亡 人 数最多 的 龙卷风 灾害 之一 ［ 滚动 ］ ［ 图集 ］  美国 中西部 地区 ２ ２ 日 遭
publisher=AFP	abstract=<d> <p> <s> 上海 老 相机 制造 博物馆 即将 开门 迎 </s> </p> </d>	article=<d> <p> <s> 上海 </s> <s>  ２ ０ １ ２ 年 ６ 月 ８ 日 上海 老 相机 制造 博物馆 即将 开门 迎客 ６ 月 ８ 日 </s> <s>  技师 在 博物馆 内 的 海鸥 ４ Ａ － １ ０ ９ 相机 生产线 上 测试 镜头 近日 </s> <s>  上海 老 相机 制造 博物馆 内部 的 装潢 布置 进入 收尾 阶段 </s> <s>  将 于 本月 １ ０ 日 正式 开门 迎客 博物馆 内 陈列 着 自上 世纪 五十年代 末 国产 相机 研制 开始 上海 所
publisher=AFP	abstract=<d> <p> <s> 重大 资产 收购 方案 获 通过 三 公司 今起复 </s> </p> </d>	article=<d> <p> <s> 恒泰艾普 ＊ Ｓ Ｔ 领先 轻纺城 三家 上市公司 重大 资产 交易 方案 获得 中国证监会 并购 重组 委有 条件 通过 </s> <s>  三家 公司股票 将 于 今日 复牌  恒泰艾普 今日 公告 </s> <s>  ６ 月 ８ 日 </s> <s>  经 中国证监会 并购 重组 委 审核 </s> <s>  公司 现金 及 发行 股份 购买 自然人 沈超 李文慧 陈锦波 孙庚 文及 田 建平 合计 持有 的 廊坊 开发区 新赛浦 石油设备 有限公司 １ ０ 
publisher=AFP	abstract=<d> <p> <s> 三 部委 决定 在 上海 试行 启运 港 退税 政 </s> </p> </d>	article=<d> <p> <s> 关于 在 上海 试行 启运 港 退税 政策 的 通知  各省 自治区 直辖市 计划单列市 财政厅  五 本 通知 自 ２ ０ １ ２ 年 ８ 月 １ 日起 执 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 银行 员工 倒苦水 ： 没有 存款 资源 就别进 银 </s> </p> </d>	article=<d> <p> <s> ６ 月 ５ 日 </s> <s>  据 中国 证券报 报道 </s> <s>  多家 银行 的 员工 对 目前 高 不可 及 的 存款 任务 大 倒苦水  现在 是 没有 存款 资源 就别进 银行 对于 此前 某 外资银行 要求 实习生 附带 存款 资源 的 消息 </s> <s>  有 银行 工作人员 表示 </s> <s>  这 就是 银行 的 潜规则 没有 存款 </s> <s>  没有 资源 </s> <s>  你 在 银行 将 工作 得 很 艰难  某 
publisher=AFP	abstract=<d> <p> <s> 约定 收益 不断 攀升 分级 债基 趁势 吸 </s> </p> </d>	article=<d> <p> <s> 富国 天盈 分级 债基 Ａ 份额 日前 开放 申 赎 </s> <s>  以 ４ ． ９ ％ 的 约定 年化 收益率 吸引 了 超过 ４ ０ 亿元 资金 的 申购 而 ６ 月份 还有 万家 添利博 时裕祥 长信 利鑫 等 多只 产品 打开 申 赎 </s> <s>  根据 券商 研究 报告 </s> <s>  这 几只 产品 的 实际 约定 收益 都 在 ４ ． ５ ％ 以上 业内人士 认为 </s> <s>  随着 货币政策 的 进一步 放松 </s> <s>  近
publisher=AFP	abstract=<d> <p> <s> 煤企 纷纷 降价 促销 煤炭 黄金 十年 或 已终 </s> </p> </d>	article=<d> <p> <s> 目前 国内外 煤价 倒挂 达到 了 １ ２ ０ 多元 </s> <s>  为 给 煤炭 找 销路 </s> <s>  许多 国内 煤企已 开始 主动 降价 吸引 买家 </s> <s>  这 是 自 ２ ０ ０ ９ 年 以来 从未 出现 过 的 景象  持续上升 的 煤炭 库存 和 不断 输入 的 进口 煤炭 </s> <s>  开始 令 国内 煤炭企业 喘 不过 气来 为了 给 煤炭 找 销路 </s> <s>  许多 国内 煤炭企业 已经 开始 主动 降价 吸引
publisher=AFP	abstract=<d> <p> <s> 财政部 ： 政府 性 资金 要 对 民间 投资 主体 同等 对 </s> </p> </d>	article=<d> <p> <s> 中新网 ６ 月 ８ 日电 据 财政部 网站 消息 </s> <s>  财政部 国家 发改委 近日 联合 发布 《 关于 安排 政府 性 资金 对 民间 投资 主体 同等对待 的 通知 》 通知 要求 </s> <s>  各 地方 各 部门 要 对 符合 政府 性 资金 支持 方向 的 民间 投资 主体 同等对待 </s> <s>  鼓励 和 引导 民间 资本 参与 公共服务 基础设施 和 扶贫开发 等 领域 的 投资  通知 要求 </s> <s>  各 地方 各 
publisher=AFP	abstract=<d> <p> <s> 李旭利 ： 常理 上 不太可能 选择 工行 建行 做 老鼠 </s> </p> </d>	article=<d> <p> <s> 你好 </s> <s>  我 是 李旭利 ２ ０ ０ ９ 年 １ ０ 月 </s> <s>  上海 陆家嘴 花旗 大厦 ８ 楼 的 重阳 投资 办公室 </s> <s>  李旭利 伸出 了 手 与 记者 相握 这 是 记者 最近 一次 与 李旭利 面对面 的 记忆 </s> <s>  彼时 </s> <s>  他 西装革履 </s> <s>  意气风发  两年 半后 </s> <s>  记者 再 一次 见到 他 </s> <s>  是 在 审判庭 上 ６ 月 １ ２
publisher=AFP	abstract=<d> <p> <s> 拆迁 款 瘦身 记 ： 拨款 １ ７ １ 万 支付 １ ４ ０ 万 到手 ３ １ </s> </p> </d>	article=<d> <p> <s> 新 一份 的 起诉书 中 </s> <s>  常恒光 的 罪名 由 涉嫌 贪污 更 改为 滥用职权  常恒光 曾 被 河南省 建设厅 评为 拆迁 管理 先进个人  在 开庭审理 ３ 个 多月 后 </s> <s>  ４ ８ 岁 的 常恒光 仍 在 等待 判决 他 失去 自由 的 时间 更长 ２ ０ １ ０ 年 ５ 月 </s> <s>  时任 河南省 武陟县 副县长 的 常恒光 被 逮捕 他 被 指 在 任 焦作市 拆迁办 主任 时 </s> <s>  与 人 合
publisher=AFP	abstract=<d> <p> <s> 四大 银行 股价 节节 溃退 工行 建行 跌破 汇金 成本 </s> </p> </d>	article=<d> <p> <s> 新快报 讯 适合 汇金 公司 增持 四大行 的 时间 窗口 再次 打开 四大行 股价 已经 逼近 今年 一季度 的 最低价 也就是说 </s> <s>  即使 按照 理论 最低值 计算 也 已经 逼近 汇金 公司 今年 增持 的 成本价 而且 </s> <s>  从 估值 上 看 </s> <s>  四大行 逼近 去年 １ ０ 月 汇金 高调 宣布 增持 时候 的 估值 汇金会否 再度 出手  汇金险资 联袂 增持  从 去年 四季度 宣布 增持 四大 行至 今年
publisher=AFP	abstract=<d> <p> <s> 村民 发现 乌木 值 百万 当地政府 夺走 称 属国 </s> </p> </d>	article=<d> <p> <s> ２ ０ １ ２ 年 春节 时 </s> <s>  四川 彭州市 通济 镇麻柳 村农民 吴高亮 在 自家 承包地 中 </s> <s>  发现 了 一笔 横财 ： 长 达 ３ ４ 米 </s> <s>  胸径 约 １ ． ５ 米 </s> <s>  重达 ６ ０ 吨 的 乌木 照 目前 的 行市 </s> <s>  意味着 至少 数百万元 的 财富 一个月 后 </s> <s>  吴高亮 开始 挖掘 </s> <s>  没想到 半路 杀出 当地政府 </s> <s>  
publisher=AFP	abstract=<d> <p> <s> 中国 经济 走过 黄金 十年 转型 将 造福 世界 经 </s> </p> </d>	article=<d> <p> <s> 中国人民银行 ７ 日 晚间 决定 </s> <s>  自 ８ 日起 分别 下调 金融机构 人民币 存贷款 基准利率 </s> <s>  这是 中国 时隔 三年 半来 首次 降息 </s> <s>  也 是 应对 当前 经济 增速 放缓 又 一 重要 举措  中国 降息 举措 传递 出 决策层 避免 经济 下滑 的 强烈 政策 信号 美联社 第一 时间 评论 说 </s> <s>  近几年 中国 已 成为 支撑 世界 经济 增长 的 重要 支柱 </s> <s>  降
publisher=AFP	abstract=<d> <p> <s> １ ０ 万 七天 理财 收益 仅 百元 银行 产品 实际 收益 </s> </p> </d>	article=<d> <p> <s> 随着 国民经济 的 增长 </s> <s>  百姓 手里 的 闲钱 多 了 </s> <s>  如何 让 手里 的 钱 保值 甚至 增值 成为 民众 关注 的 焦点 面对 纷繁复杂 的 投资 方式 </s> <s>  银行 理财产品 凭借 银行 信誉 担保 高于 银行存款 的 收益 等 优势 越来越 受到 人们 的 追捧  但 由于 理财 知识 匮乏 等 原因 </s> <s>  一些 消费者 也 由此 掉入 理财产品 的 陷阱 怎样 做到 理性 投资 </s> <
publisher=AFP	abstract=<d> <p> <s> 中国 单年 捐赠 过 亿 的 十大 富 </s> </p> </d>	article=<d> <p> <s> 余 彭年 ： ２ ０ １ ０ 年 ４ 月 </s> <s>  余 彭年 新 捐 ３ ２ 亿元 投入 余 彭年 慈善 基金会 余 彭年 慈善 基金会 目前 总价值 已达 ８ ２ 亿元 </s> <s>  其中 包括 两 部分 </s> <s>  第一 部分 是 银行存款 １ ７ 亿元 ； 第二 部分 是 余 彭年 所 拥有 的 香港 及 深圳 物业 </s> <s>  目前 估值 ６ ５ 亿元 余 彭年 以 财富 ２ ５ 亿元 位列 《 ２ ０ ０ ９ 胡润 百富榜 》
publisher=AFP	abstract=<d> <p> <s> 阳光 人寿 龙凤 宝贝 计划 之 传家 保 保单 上 </s> </p> </d>	article=<d> <p> <s> 商报讯 构成 </s> <s>  不仅 保障 了 账户 资金 的 安全 </s> <s>  还 能 分享 到 阳光 保险 的 经营 成果 及 市场化 的 万能 结算 利率 所 带来 的 复利 收益 </s> <s>  同时 满足 客户 教育 金 婚嫁 金 以及 养老金 的 多项 需求 </s> <s>  专 为 ３ ０ 天 － １ ７ 周岁 的 未成年人 设计 </s> <s>  宝宝 满 ３ ０ 天 即可 参 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 王耀辉 涉农 行 副行长 案 曾 借道 信托 违规 圈 </s> </p> </d>	article=<d> <p> <s> 近 两日 </s> <s>  中国 新兴 艺术品 投资 市场 玩家 王耀辉 </s> <s>  连带 农业银行 副行长 杨琨 被 协助 调查 一事 </s> <s>  浮出 水面  在 艺术品 投资 圈内 炙手可热 的 王耀辉 </s> <s>  既 是 北京 朝阳区 蓝色 港湾 国际 商区 的 打造 者 </s> <s>  又 是 北京 雅盈堂 文化 发展 有限公司 实际 控制 人  雅盈堂 曾 是 多款 艺术品 信托 产品 的 投资 顾问 机构 一个 不曾 被
publisher=AFP	abstract=<d> <p> <s> Ａ 股 市场 遭遇 黑色星期 一 基金 表态 不必 过度 悲 </s> </p> </d>	article=<d> <p> <s> 昨日 Ａ 股 市场 创 今年 最大 单日 跌幅 </s> <s>  多家 基金 公司 认为 </s> <s>  目前 股市 已 消化 投资者 对 国内 经济 下滑 的 担心 </s> <s>  后市 不宜 过度 悲观 </s> <s>  未来 影响 市场 的 不利因素 主要 来自 海外  大成 基金 认为 </s> <s>  导致 昨日 股市 大跌 的 主要 原因 有 ： 首先 是 经济 下滑 预期 </s> <s>  其次 是 海外 经济 前景 堪忧 </s> <
publisher=AFP	abstract=<d> <p> <s> 国内 油价 两连跌 下游 行业 跟 涨 容易 跟 跌 </s> </p> </d>	article=<d> <p> <s> ５ ６ 月 国内 油价 两连跌 </s> <s>  全国 不少 加油站 出现 超额 降价 </s> <s>  北京 部分 加油站 油价 甚至 跌至 ６ 元 时代  与 之 形成 鲜明对比 的 是 </s> <s>  前期 搭 着 高油价 顺风 车 跟 涨 的 物流 快递 日化 产品 出租车 燃油 附加费 却 还 没 回到 原点 下游 行业 为何 跟 涨 容易 跟 跌 难  加油站 打折 促销  近日 记者 调查 发现 </s> <s>  ６ 月 ９ 日 调价 之
publisher=AFP	abstract=<d> <p> <s> 山西 省委书记 ： 煤老板 将 淡出 历史 舞 </s> </p> </d>	article=<d> <p> <s> 中新网 太原 ５ 月 ３ １ 日电 山西 煤老板 是 历史 现象 </s> <s>  随着 时代 发展 将 淡出 历史舞台 ３ １ 日 下午 </s> <s>  山西 省委书记 袁纯清 在 新晋 商新 形象 新 境界 民企 座谈会 上 表示  不久前 </s> <s>  有 媒体报道 </s> <s>  山西 煤老板 在 南方 某地 购买 私人 飞机 太小 的 看不上 </s> <s>  要 去 看 大 的 </s> <s>  要 买 就 三 四架 </s> <s>
publisher=AFP	abstract=<d> <p> <s> 第四期 国债 ２ ０ 分钟 卖光 发售 前 晚 市民 已 排队 等 </s> </p> </d>	article=<d> <p> <s> 国债 再次 大卖 记者 昨日 一早 来到 西城区 某 工行 网点 发现 </s> <s>  第三期 和 第四期 国债 在 开卖 后 短短 ２ ０ 分钟 内 就 被 一抢而空 </s> <s>  银行 工作人员 的 衣扣 甚至 被 前来 购买 国债 的 百姓 挤掉 而 招商银行 昨日 的 统计数据 显示 </s> <s>  从 开始 发行 到 售罄 也 仅 用 了 约 ２ ０ 分钟  你 来 晚 啦 头天 晚上 开始 排队  此次 发行 的 两期 国债 是 电子 国
publisher=AFP	abstract=<d> <p> <s> 北 新 建材 及其 控股 子公司 拟 逾 ４ 亿 投资 三项 </s> </p> </d>	article=<d> <p> <s> 北 新 建材 ６ 月 ５ 日 晚间 发布公告 称 </s> <s>  公司 董事会 于 ２ ０ １ ２ 年 ６ 月 ５ 日 审议 通过 了 《 关于 公司 在 天津市 投资 建设 火电 脱硫 综合利用 年产 ５ ０ ０ ０ 万 平米 纸面 石膏板 生产线 及 配套 年产 ５ ０ ０ ０ 吨 轻钢 龙骨 生产线 项目 的 议案 》 《 关于 公司 在 福建省 泉州市 投资 建设 火电 脱硫 综合利用 年产 ３ ０ ０ ０ 万 平米 纸面 石膏板 生产线 及 配套 年产 
publisher=AFP	abstract=<d> <p> <s> 发改委 连发 两文 赞 阶梯 电价 ： 实现 富人 补贴 穷 </s> </p> </d>	article=<d> <p> <s> 发改委 连续 两天 发文 谈论 阶梯 电价 在 今日 发布 的 《 建 机制 保 基本 促 公平 居民 阶梯 电价 评述 之一 》 中 </s> <s>  发改委 称 </s> <s>  阶梯 电价 通过 对非 基本 用电 需求 实行 较 高 电价 </s> <s>  同一 省份 不 区分 农村 城市 划分 电量 需求 分档 等 方式 </s> <s>  实现 了 富人 补贴 穷人 </s> <s>  城市 反哺 农村 体现 了 公平正义 原则  ６ 月 １ ２ 日
publisher=AFP	abstract=<d> <p> <s> 重庆 上邦 高 球场 非法 占地 ７ ６ ４ 亩 被 罚 １ ２ ７ ３ </s> </p> </d>	article=<d> <p> <s> 重庆 上邦 高 球场 运营 ７ 年 背后 ： 非法 占地 ７ ６ ４ 亩 被 罚 １ ２ ７ ３ 万  每经 记者 刘林鹏 发自 成都  未经 批准 非法 占地 ７ ６ ４ 亩 </s> <s>  重庆 上 邦 高尔夫球场 的 开发商 重庆 腾 翔实 业 有限公司 内 </s> <s>  除 高尔夫球场 外 </s> <s>  该 社区 还 建有 独栋 别墅 联排 别墅 酒店 会 所 等 商品房 和 配套 设施 </s> <s>  部分 物业 正在 对外 销售 
publisher=AFP	abstract=<d> <p> <s> 信贷 资产 证券化 重启 众 银行 抢 ５ ０ ０ 亿额 </s> </p> </d>	article=<d> <p> <s> 停滞 四年 的 信贷 资产 证券化 本月 终于 重新 开闸 </s> <s>  有 银行业 人士 昨天 向 南 都 记者 证实 </s> <s>  央行 银监会 财政部 已 于 近日 联合 下发 《 关于 进一步 扩大 信贷 资产 证券化 试点 有关 事项 的 通知 》 </s> <s>  ５ ０ ０ 亿元 额度 用于 新一轮 试点  据悉 </s> <s>  包括 国开行 工行 民生 等 多家 银行 已经 上报 了 额度 申请 </s> <s>  但 具体 额度 
publisher=AFP	abstract=<d> <p> <s> 叶檀 ： 央行 降息 是 倒逼 的 结 </s> </p> </d>	article=<d> <p> <s> 央行 降息 在 预期 之中 </s> <s>  这是 倒逼 的 结果 </s> <s>  也 说明 ５ 月份 Ｃ Ｐ Ｉ 增幅 不高  新兴 经济体 在 欧美 之前 率先 宽松 货币政策 ２ ０ １ ２ 年 以来 </s> <s>  已经 有 巴西 印度 俄罗斯 越南 和 菲律宾 等 新兴 经济体 降息 ； 深受 大宗 商品价格 下行 困扰 的 澳大利亚 央行 ６ 月 ５ 日 也 宣布 </s> <s>  下调 基准利率 ２ ５ 个 基点 至 ３ ． ５ ０ ％ <
publisher=AFP	abstract=<d> <p> <s> 陈文辉 ： 偿付能力 监管 体系 需 与 时 俱 </s> </p> </d>	article=<d> <p> <s> 中国保监会 副 主席 陈文辉 ４ 月 ２ ６ 日 在 第九届 北 大赛 瑟 论坛 上 指出 </s> <s>  偿付能力 监管 是 保险 监管 的 核心 </s> <s>  是 保护 保险 消费者 利益 的 关键所在 </s> <s>  因此 </s> <s>  偿付能力 监管 体系 需要 与时俱进 </s> <s>  不断完善  近年来 </s> <s>  国际 国内 金融 形势 发生 了 巨大变化 </s> <s>  我国 保险业 现行 的 偿付能力 监管 制度
publisher=AFP	abstract=<d> <p> <s> 学者 争论 降息 对 楼市 影响 马光 远称 楼市 将 反 </s> </p> </d>	article=<d> <p> <s> 中国人民银行 决定 </s> <s>  自 ２ ０ １ ２ 年 ６ 月 ８ 日起 下调 金融机构 人民币 存贷款 基准利率 金融机构 一年期 存款 基准利率 下调 ０ ． ２ ５ 个 百分点 </s> <s>  一年期 贷款 基准利率 下调 ０ ． ２ ５ 个 百分点 ； 其他 各 档次 存贷款 基准利率 及 个人住房 公积金 存贷款 利率 相应 调整  对于 降息 对 楼市 的 影响 </s> <s>  不同 的 学者 持 不同 的 意见  华远 地产 股份 有
publisher=AFP	abstract=<d> <p> <s> 蒲 长城 ： 去年 重新 审核 并 淘汰 ４ ０ ％ 乳制品 企 </s> </p> </d>	article=<d> <p> <s> 中国 网 ６ 月 １ １ 日讯 ２ ０ １ ２ 年 全国 食品安全 宣传周 启动 仪式 暨 第四届 中国 食品安全 论坛 今天 在京举行 ６ 月 １ １ 日至 １ ７ 日 被 确定 为 今年 的 全国 食品安全 宣传周 本次 食品安全 宣传周 活动 由 国务院 食品安全 办 工业 和 信息化 部 农业部 商务部 卫生部 工商总局 质检 总局 粮食局 食品药品 监管局 中国科协 等 单位 共同 主办 </s> <s>  主题 是 共建 诚信 家园 </s> <s>  同
publisher=AFP	abstract=<d> <p> <s> ５ 月 数据 或令 调控 再 出手 非对称 降息 预期 升 </s> </p> </d>	article=<d> <p> <s> ５ 月 经济 数据 本周 陆续 公布 一些 机构 预测 </s> <s>  Ｃ Ｐ Ｉ 同比 涨幅 有望 继续 下行 </s> <s>  但 经济 数据 或 继续 低迷 在 各项 数据 公布 前后 </s> <s>  政策 调控 窗口 或 再度 开启 分析 人士 认为 </s> <s>  若 ５ 月 数据 不佳 </s> <s>  应 下调 利率 稳定 预期 刺激 需求  多项 数据 料 维持 低位  ５ 月 Ｃ Ｐ Ｉ 涨幅 有望 持续 回落 </s> <s> 
publisher=AFP	abstract=<d> <p> <s> 新股 申报 脚步 放缓 上周 新增 ３ 家拟 上市 公 </s> </p> </d>	article=<d> <p> <s> 一度 疯狂 的 Ｉ Ｐ Ｏ 申报 脚步 于 近日 呈 大幅 放缓 趋势 上周 </s> <s>  仅 有 ３ 家拟 上市 企业 进入 候审 队伍 </s> <s>  是 自 今年 ２ 月 １ 日 实现 每周 披露 申报 数量 最少 的 一周  最新 公布 的 主板 和 创业板 Ｉ Ｐ Ｏ 申报 企业 基本 信息 显示 </s> <s>  截止 到 ６ 月 ８ 日 </s> <s>  证监会 在 审 和 过会 待发 企业 共计 ６ ８ ６ 家 其中 主板 ３ ８ ０ 
publisher=AFP	abstract=<d> <p> <s> 美国 大豆 出口 六成 进入 中 </s> </p> </d>	article=<d> <p> <s> 晨报讯 中国 大豆 的 对外 依存度 居高不下 </s> <s>  中国 市场 也 成为 全球 大豆 输出国 竞相 争夺 的 热土 美国 大豆 协会 国际 项目 中国 首席代表 张晓平 昨日 表示 </s> <s>  协会 正 寻求 与 三元 等 中国 奶牛 养殖 企业 的 合作 </s> <s>  进一步 推动 大 豆类 优质 饲料 对华 出口 而 来自 协会 的 数据 显示 </s> <s>  去年 </s> <s>  美国 大豆 对华 出口 已经 占 其 出口 
publisher=AFP	abstract=<d> <p> <s> 东方 基金 庞飒 ： 习惯 逆向 投 </s> </p> </d>	article=<d> <p> <s> 优选 成长 股加 逆向 投资 接受 《 投资者 报 》 记者 专访 时 </s> <s>  问及 投资 习惯 </s> <s>  庞飒 思索 了 几秒钟 后 总结 说  庞飒 目前 是 东方 基金 公司 投资 总监 </s> <s>  东方 精选 等 价值 型 股票  成长 股 的 挑选 难度 在 加大 </s> <s>  而且 从 经济 转型 以及 目前 经济 发展 现状 来看 </s> <s>  一些 价值 股 也 有 一定 的 机会 庞飒 说 </s> <s
